,full_name,link,description,stars,forks,watchers,keywords,source
0,DHL-API,https://github.com/alfallouji/DHL-API.git,"This library provides a PHP client for the DHL XML Services. DHL XML Services is an online web services integration capability that provides DHL’s service availability, transit times, rates, shipment and courier pickup booking along with shipment tracking from over 140 countries around the world. Using DHL’s XML Services, customers can incorporate DHL shipping functionality into their websites, customer service applications or order processing systems.",182,131,182,shipment+shipping+tracking,GitHub
1,shipment-tracking,https://github.com/konstantinsteinmiller/shipment-tracking.git,Shipment tracking via a tracking number. Shows the current status and the history of the whereabouts of the shipment.  You can send in new shipping request via the administration ui and update the status with the update status ui,4,4,4,shipment+shipping+tracking,GitHub
2,codeigniter-ups-api,https://github.com/syedamir91/codeigniter-ups-api.git,"UPS API to Track UPS Rate, Place Shipping and Track Shipment",4,2,4,shipment+shipping+tracking,GitHub
3,Pitney-Bowes-Hackathon-Submission,https://github.com/akash18tripathi/Pitney-Bowes-Hackathon-Submission.git,"This is an Android Application which can help any Shipping organization to track shipment of ordersin a digital,efficient and convinient way",4,1,4,shipment+shipping+tracking,GitHub
4,boxinator-case,https://github.com/zadama/boxinator-case.git,"The case Boxinator is an web application for shipment delivery service to specific locations around the world. The application is a web application using a RESTful API to communicate with a server. The application handles three different types of user: guest, registered user and admin. Users will be able to create accounts to track ongoing and previous shipments. An administrator has access to a portal to change the metadata of the shipping process, this being the countries that can be shipped to and the relative costs of shipping.",2,2,2,shipment+shipping+tracking,GitHub
5,Fedex-Manager,https://github.com/Dylan7675/Fedex-Manager.git,A simple program for creating batch shipping labels and tracking multiple shipments,1,1,1,shipment+shipping+tracking,GitHub
6,logistikci,https://github.com/3runrunrun/logistikci.git,"Simple web application to support the needs of logistic shipping service. The system depict simple functionality to support the needs of logistic shipping reservation, shipping armada management, logistic outlet management, armada monitoring via a simple dashboard, and shipment tracking.",1,1,1,shipment+shipping+tracking,GitHub
7,shipped_app,https://github.com/mfDK/shipped_app.git,A shipping application built for freight liners and ships to track shipments. Built with Ruby on Rails with a Twitter Bootstrap front end. ,1,0,1,shipment+shipping+tracking,GitHub
8,paketverfolgung.info,https://github.com/track-trace/paketverfolgung.info.git,"A simple service to track parcels/shipments in multiple ways. It supports major shipping service provider like DHL, DPD, FedEx, GLS, Hermes, TNT, UPS and EMS - an international postal Express Mail Service, offered by postal operators of the Universal Postal Union (UPU) connecting more than 180 countries and territories worldwide.",1,0,1,shipment+shipping+tracking,GitHub
9,KL_ShippingConfirmation,https://github.com/karlssonlord/KL_ShippingConfirmation.git,Send Magento shipping confirmations with cron in order to include tracking information for shipments created by API,0,2,0,shipment+shipping+tracking,GitHub
10,indonesian-expedition-chrome-extension,https://github.com/gedelumbung/indonesian-expedition-chrome-extension.git,Simple Chrome Extension to checking shipping cost & shipment tracking,0,1,0,shipment+shipping+tracking,GitHub
11,Travel-LogisticsSystem_ASP.NET5MVC-WebAPI,https://github.com/samson56988/Travel-LogisticsSystem_ASP.NET5MVC-WebAPI.git,Coordinating transportation providers to ensure prompt and proper movement of shipments. ... Tracking and fixing shipping errors. Preparing bills and invoices. Managing distribution and shipment budgets.,0,0,0,shipment+shipping+tracking,GitHub
12,FEDEX-Tracking,https://github.com/anurag16doshi/FEDEX-Tracking.git,Developed a front end in an android application that was used to showcase tracking of shipments for a package shipping system,0,0,0,shipment+shipping+tracking,GitHub
13,Tracking_Checker,https://github.com/bellyfat/Tracking_Checker.git,"This purpose of the script is to scan emails for shipping email sent by various vendors (Newegg, BestBuy, Amazon, etc.), extract the order number, shipment date, shipping address and tracking number.",0,0,0,shipment+shipping+tracking,GitHub
14,TropicalCourier-Manager,https://github.com/VSpectrum/TropicalCourier-Manager.git,A tool that obtains the sum of all the packages and manages the user's inventory (allowing user to visit the amazon.com's shipment order page simply by clicking on the shipping/tracking code provided by courier),0,1,0,shipment+shipping+tracking,GitHub
