,full_name,link,description,stars,forks,watchers,keywords,source
79,eclsdk,https://github.com/nttcom/eclsdk.git,Enterprise Cloud Python SDK,5,7,5,cloud+enterprise,GitHub
80,CEM-Docs,https://github.com/qarham/CEM-Docs.git,Contrail Enterprise Multi-Cloud Use-Cases Docs,5,7,5,cloud+enterprise,GitHub
81,Cloud-Data-Center,https://github.com/iadi7ya/Cloud-Data-Center.git,"Automated Cloud Data Center which provides various web based cloud services like IaaS, SaaS, StaaS. It is developed using Python CGI over Redhat Enterprise Linux 6",5,3,5,cloud+enterprise+cloud-data-center+cloud-service+iaas+staas+python-cgi+saas+cloud-computing+cloud-platform,GitHub
82,aws-redis-cloud-demo,https://github.com/redis-developer/aws-redis-cloud-demo.git,A Demo App using Redis Enterprise Cloud with AWS Services,5,2,5,cloud+enterprise,GitHub
83,plugins,https://github.com/infinimesh/plugins.git,"Plugins to connect the infinimesh IoT and AI platform to 3rd party systems like SAP Hana, Snowflake, Elastic, Redis Enterprise and cloud storage of AWS, GCP and Azure",5,2,5,cloud+enterprise+golang+redis+time-series+time-series-analysis+grafana+api+scalytics+snowflake+saphana,GitHub
84,scoold-pro,https://github.com/Erudika/scoold-pro.git,"Cloud-ready Q&A platform for the enterprise (self-hosted, on premise)",5,0,5,cloud+enterprise+stackoverflow+stackoverflow-questions+questions-and-answers+java+clone+heroku+forum,GitHub
85,cloud-to-edge,https://github.com/vmware/cloud-to-edge.git,"Top-level Google Repo project for the cloud-to-edge project, an automated tool to deploy an enterprise-wide IoT/Edge environment.",5,1,5,cloud+enterprise,GitHub
86,terraform-provider-ece,https://github.com/Ascendon/terraform-provider-ece.git,An Elastic Cloud Enterprise (ECE) provider for Terraform,4,2,4,cloud+enterprise,GitHub
87,EnterpriseFUCC,https://github.com/docmarionum1/EnterpriseFUCC.git,Enterprise Framework Unifying Cloud Code - Brainfuck for the Enterprise,4,0,4,cloud+enterprise,GitHub
88,qseok-support-templates,https://github.com/awsawyer/qseok-support-templates.git,repo is to gather scripts for deploying and automating Qlik Sense Enterprise on Kubernetes to public cloud providers,4,2,4,cloud+enterprise+deprecated,GitHub
89,terraform-api-helpers,https://github.com/marc-leblanc/terraform-api-helpers.git,Helper scripts for working with Terraform Cloud/Terraform Enterprise API,4,0,4,cloud+enterprise,GitHub
90,imaging-ingestion,https://github.com/Alvearie/imaging-ingestion.git,A collection of components for extending enterprise medical imaging informatics systems to a modern cloud.,4,0,4,cloud+enterprise+dicom+dimse+dimse-c+fhir+medical-imaging+imaging-study,GitHub
91,EMCC13.2,https://github.com/shakiyam/EMCC13.2.git,Oracle Enterprise Manager Cloud Control 13c Release 2 Plug-in Update 1 (13.2.0.0) for Linux x86-64 の簡易セットアップ,4,1,4,cloud+enterprise+oracle,GitHub
92,wemesene,https://github.com/marianoguerra/wemesene.git,conquer the world style cloud mobile first p2p node js asyncronous actor based concurrent ACID compliant CAP theorem breaker object oriented MVC compliant dependency injected fully TDD BDD STD tested internet of thing enabled nosql cosql newsql out of the box bootstraped VC funded enterprise agile thing,4,0,4,cloud+enterprise,GitHub
93,enterprise-cloud-admin-tool,https://github.com/mesoform/enterprise-cloud-admin-tool.git,"The Enterprise Cloud Admin tool (ecat) is set up to allow organisations clear separation of concerns, where infrastructure and security engineers and define patterns of deployment through IaC (like Terraform) and policy frameworks (like Inspec) and enable users to self service resources which would otherwise be restricted from their control",4,1,4,cloud+enterprise,GitHub
94,DevOps,https://github.com/AzureCAT-GSI/DevOps.git,"Enterprise IT organizations are increasingly driven by business demands for faster, better solutions delivered more quickly than ever before. DevOps has emerged as a trend to help organizations evolve to better collaborate between development and operations teams for addressing these solution delivery challenges. While a DevOps transformation can take time to fully realize within an organization’s people and processes, there’s opportunities to accelerate the path towards DevOps by smartly leveraging cloud capabilities that can reduce infrastructure complexity, simplify release management, and support end-to-end application visibility through all stages of a solution’s lifecycle. This session will discuss the features in Microsoft Azure that help to realize this transformation and how the platform enables integration with existing assets.",4,2,4,cloud+enterprise,GitHub
95,ibm-enterprise-runbooks,https://github.com/ibm-gsi-ecosystem/ibm-enterprise-runbooks.git,IBM Cloud Enterprise Run Books,3,15,3,cloud+enterprise+ibm+cloud+runbooks+sre+operations+installation+cloudpaks,GitHub
96,plugin-enterprise-cloud.js,https://github.com/octokit/plugin-enterprise-cloud.js.git,Octokit plugin for GitHub Enterprise Cloud REST APIs,3,5,3,cloud+enterprise+octokit+javascript+plugin+rest+hacktoberfest,GitHub
97,rightscript_sync,https://github.com/osterman/rightscript_sync.git,RightScript Syncing Tool for the RightScale Enterprise Cloud Management Platform,3,3,3,cloud+enterprise,GitHub
98,enterprise,https://github.com/devonfw-forge/enterprise.git,"Best-practices for enterprise architecture, IT landscapes, cloud-native, etc.",3,2,3,cloud+enterprise,GitHub
99,biemond-em-12c,https://github.com/biemond/biemond-em-12c.git,Enterprise manager 12c cloud 12.1.0.4 vagrant image with Oracle database 12.1.0.1,3,3,3,cloud+enterprise,GitHub
100,terremark-api,https://github.com/spasam/terremark-api.git,Terremark Enterprise Cloud Java API,3,1,3,cloud+enterprise,GitHub
101,ghec-invitations-report-action,https://github.com/ActionsDesk/ghec-invitations-report-action.git,GitHub Action to create a report of GitHub Enterprise Cloud invitations,3,2,3,cloud+enterprise+github-enterprise-cloud+reinvite-users+reporting,GitHub
102,ghe-terraform-multicloud-example,https://github.com/michaelsainz/ghe-terraform-multicloud-example.git,Provides Terraform templates configuring GitHub Enterprise across multiple cloud infrastructure services,3,2,3,cloud+enterprise,GitHub
103,ece-azure-scripts,https://github.com/tomconte/ece-azure-scripts.git,Provisioning and configuration scripts to prepare an Elastic Cloud Enterprise (ECE) environment on Microsoft Azure.,3,2,3,cloud+enterprise,GitHub
104,sepcloud-web,https://github.com/guodong/sepcloud-web.git,Smart Enterprise Private Cloud Web Dashboard,3,0,3,cloud+enterprise,GitHub
105,tfc-ops,https://github.com/silinternational/tfc-ops.git,"CLI  for various operational tasks for Terraform Cloud / Enterprise such as cloning workspaces, migrating workspaces to a different organization, batch updating variables, etc.",3,4,3,cloud+enterprise+terraform+terraform-enterprise+hashicorp-terraform+terraform-cloud+tf-cloud,GitHub
106,tfc-variables-by-workspace,https://github.com/d-henn/tfc-variables-by-workspace.git,Sample Terraform repositories to showcase several attempts at loading variables based on Terraform Cloud/Enterprise workspaces.,3,0,3,cloud+enterprise+terraform+terraform-cloud+terraform-enterprise+terraform-workspaces,GitHub
107,hiarc,https://github.com/hiarcdb/hiarc.git,Hiarc is an API that adds enterprise content features to simple cloud storage.,3,0,3,cloud+enterprise,GitHub
108,google-ldap-for-pe,https://github.com/puppetlabs/google-ldap-for-pe.git,Documentation that outlines the process for using Google Cloud Directory as an external directory for Puppet Enterprise,3,1,3,cloud+enterprise,GitHub
109,DialogFlowIntentAPI,https://github.com/adowdell18/DialogFlowIntentAPI.git,This python script uses flask and ngrok to automate the process of detecting intents within text for several chatbots created using dialogflow. The logic within this python script is inspired by the following code source: https://cloud.google.com/dialogflow-enterprise/docs/detect-intent-text#detect-intent-text-python,3,0,3,cloud+enterprise,GitHub
110,Elmah.IO.WebApi,https://github.com/iammukeshm/Elmah.IO.WebApi.git,"elmah.io is a full-fledged error management system for anything from simple console applications to enterprise-level web applications. To get you guys more excited, elmah.io lets you push the logs of your .NET applications directly to the cloud. This is something really innovative to get started with. Read the entire blog post.",3,1,3,cloud+enterprise+elmah-io+elmah-core+logging-library+aspnetcore+webapi-core,GitHub
111,eclcloud,https://github.com/nttcom/eclcloud.git,Enterprise Cloud 2.0 go SDK,2,3,2,cloud+enterprise,GitHub
112,terraform-tfe-workspace,https://github.com/nephosolutions/terraform-tfe-workspace.git,[DEPRECATED] This module provisions a Terraform Cloud / Terraform Enterprise workspace,2,3,2,cloud+enterprise+terraform+terraform-modules,GitHub
113,EM,https://github.com/saphanaacademy/EM.git,SAP Cloud Platform Enterprise Messaging,2,0,2,cloud+enterprise,GitHub
114,concourse-tfe-resource,https://github.com/orstensemantics/concourse-tfe-resource.git,Terraform Cloud/Enterprise resource for Concourse,2,1,2,cloud+enterprise+concourse+terraform+terraform-cloud+concourse-resource+concourse-resources,GitHub
115,forrestbrazealhub.io,https://github.com/forrestbrazeal/forrestbrazeal.github.io.git,"Tech webcomic: cloud, enterprise, startup humor",2,0,2,cloud+enterprise,GitHub
116,terrarific,https://github.com/iggy/terrarific.git,terraform cloud (nee enterprise) cli written in golang,2,0,2,cloud+enterprise+hacktoberfest+golang+cli+terraform+terraform-cloud,GitHub
117,cloud-yourself,https://github.com/continental/cloud-yourself.git,A system to manage cloud accounts in large enterprises.,2,0,2,cloud+enterprise+cloud+azure+arm+enterprise-architecture+cloud-adoption,GitHub
118,docker-machine-driver-ecl,https://github.com/mittz/docker-machine-driver-ecl.git,Docker Machine Driver for NTT Communications Enterprise Cloud 2.0,2,0,2,cloud+enterprise,GitHub
119,cp4m,https://github.com/phthom/cp4m.git,"The IBM Cloud Pak for Multicloud Management, running on Red Hat® OpenShift® Container Platform, provides consistent visibility, governance and automation from on premises to the edge. Enterprises gain capabilities such as multicluster management, event management, application management and infrastructure management. Enterprises can leverage this IBM Cloud Pak to help increase operational efficiency that's driven by intelligent data analysis and predictive golden signals, and gain built-in support for their compliance management.",2,4,2,cloud+enterprise,GitHub
120,sftbot,https://github.com/SFTtech/sftbot.git,State of the art artificial intelligence to perform various cutting-edge cloud-based enterprise tasks.,2,0,2,cloud+enterprise,GitHub
121,inloox-odata-client,https://github.com/inloox-dev/inloox-odata-client.git,nuget package to work with inloox's odata api on now! (cloud) and on premise (enterprise),2,0,2,cloud+enterprise+nuget-package+odata-client,GitHub
122,hackingshield,https://github.com/CreateRemoteThread/hackingshield.git,enterprise-grade keystroke redundancy with multi-cloud support. buy today for 2 btc a month.,2,0,2,cloud+enterprise,GitHub
123,hr-attendance-service,https://github.com/RickSpanjers/hr-attendance-service.git,"HR Enterprise Software, Java Spring Boot with Spring Cloud, Eureka, JWT, RabbitMQ and more",2,1,2,cloud+enterprise,GitHub
124,alicloud-docker-ee-terraform,https://github.com/3dw1np/alicloud-docker-ee-terraform.git,Deploy Docker Enterprise Edition Advanced version on Alibaba Cloud with Terraform,2,1,2,cloud+enterprise,GitHub
125,terraform-provider-vaulted-tfe,https://github.com/sumup-oss/terraform-provider-vaulted-tfe.git,Encrypted Terraform Cloud/Enterprise variables with Terraform that can be stored in an SCM such as Git.,2,1,2,cloud+enterprise+terraform+vaulted+terraform-cloud+terraform-provider,GitHub
126,k8s-gcp,https://github.com/techjw/k8s-gcp.git,Build a custom Kubernetes cluster in Google Cloud Platform using GCP Deployment Manager and Kismatic Enterprise Toolkit,2,0,2,cloud+enterprise,GitHub
127,nor-pim,https://github.com/aunebakk/nor-pim.git,"Nor-Pim is a Product Information Management System written for enterprise cloud environments with user interfaces tailored for PC, Web and Mobile. It is centered around Microsoft products like SQL Server, Azure, Visual Studio, C# and TypeScript.",2,2,2,cloud+enterprise+typescript+sql-server+wcf+csharp+soap+tsql+azure+asp-net+winform+winforms+powershell+powershell-script,GitHub
128,stale-branch-management,https://github.com/IAmHughes/stale-branch-management.git,A Node script for GitHub Enterprise Admins (Server or Cloud) to list stale branches for repos and delete them if desired,2,0,2,cloud+enterprise,GitHub
129,FourSeafile,https://github.com/cherepets/FourSeafile.git,Unofficial Seafile client. Seafile is private or public enterprise ready cloud at your choice with built-in file encryption and team collaboration. ,2,1,2,cloud+enterprise,GitHub
130,Ubuntu-Linux-Distro-Cheat-Sheet,https://github.com/theanasuddin/Ubuntu-Linux-Distro-Cheat-Sheet.git,"Ubuntu is the modern, open-source operating system on Linux for the enterprise server, desktop, cloud, and IoT. This repository contains information about getting up and running with Ubuntu desktop quickly.",2,0,2,cloud+enterprise+ubuntu+linux+linux-distribution+ubuntu-packages+cheat-sheet+packages+ubuntu-desktop+debian+debian-packages+open-source+gnome-desktop+shell+terminal+snapcraft+canonical,GitHub
131,instantservers,https://github.com/telefonicaid/instantservers.git,"Businesses can rely on Instant Servers as an enterprise-grade platform to deliver high-performance cloud applications with low latency, easy scalability and 100% data reliability and integrity; paying only for what is used. Instant Servers is designed to handle applications that other cloud platforms choke on",2,1,2,cloud+enterprise,GitHub
132,verp-erp-packages,https://github.com/verpseo/verp-erp-packages.git,"Enterprise resource planning (ERP) is business packages software that allows an organization to use a system of vERP applications to manage the business and Automobiles many Manufacturing functions related to technology, services and human resources. ERP software integrates all facets of an operation — including product planning, development, manufacturing, sales and marketing — in a single database, application and user interface. ERP is an Enterprise Application for ERP packages ERP software is considered to be a type of enterprise packages, that is software designed to be used by larger businesses and often requires dedicated teams to customize and analyze the data and to handle upgrades and deployment. In contrast, Small business ERP applications are lightweight business management software solutions, often customized for a specific business industry or vertical.  ERP Software Modules Explained ERP software typically consists of multiple enterprise Automobiles modules that are individually purchased, based on what best meets the specific needs and technical capabilities of the organization. Each ERP module is focused on one area of business processes, such as product development or marketing. Some of the most common ERP modules include those for product planning, material purchasing, inventory control, distribution, accounting, marketing, finance and HR. A business will typically use a combination of different modules to manage back-office activities and tasks including the following: Distribution process management, supply chain management, services knowledge base, configure, prices, improve accuracy of financial data, facilitate better project planning, automate employee life-cycle, standardize critical business procedures, reduce redundant tasks, assess business needs, accounting and financial applications, lower purchasing costs, manage human resources and payroll. As the ERP methodology has become more popular, ERP Customized software  have merged to help business managers implement ERP in to other business activities and may incorporate modules for CRM and business demo in kolkata, presenting it as a single ERP package. Recommended Reading: The Difference Between CRM and ERP The basic goal of using an enterprise resource planning system is to provide one central repository for all information that is shared by all the various ERP facets to improve the flow of data across the organization. Enterprise ERP Trends The ERP field can be slow to change, but the last couple of years have unleashed forces which are fundamentally shifting the entire area. The following new and continuing trends affect enterprise ERP software: 1. Mobile ERP  Executives and employees want real-time access to information, regardless of where they are. It is expected that businesses will embrace mobile ERP for the reports, dashboards and to conduct key business processes. 2. Cloud ERP The cloud has been advancing steadily into the enterprise for some time, but many ERP users have been reluctant to place data cloud. Those reservations have gradually been evaporating, however, as the advantages of the cloud become apparent. 3. Social ERP There has been much hype around social media and how important —or not — it is to add to ERP systems. Certainly, vendors have been quick to seize the initiative, adding social media packages to their ERP systems with much fanfare. But some wonder if there is really much gain to be had by integrating social media with ERP. 4. Two-tier ERP Enterprises once attempted to build an all-encompassing ERP system to take care of every aspect of organizational systems. But some expensive failures have gradually brought about a change in strategy – adopting two tiers of ERP. ERP Vendors Depending on your organization's size and needs there are a number of enterprise resource planning software vendors to choose from in the large enterprise, mid-market and the small business ERP market. Gartner's annual market share reports put SAP, Oracle, Sage, Microsoft and Net Suite among the top vendors, but vERP data suggests that SAP and Oracle are easily the biggest two, with vERP. http://www.verp.in/ERP-Packages",2,2,2,cloud+enterprise,GitHub
133,Data-Architect-Udacity-Nanodegree,https://github.com/arpit-mittal-ds/Data-Architect-Udacity-Nanodegree.git,"plan, design and implement enterprise data infrastructure solutions and create the blueprints for an organization’s data management system. You’ll create a relational database with PostGreSQL, design an Online Analytical Processing (OLAP) data model to build a cloud based data warehouse, and design scalable data lake architecture that meets the needs of Big Data. Finally, you’ll learn how to apply the principles of data governance to an organization’s data management system.",2,0,2,cloud+enterprise,GitHub
