,full_name,link,description,stars,forks,watchers,keywords,source
0,wttr.in,https://github.com/chubin/wttr.in.git,:partly_sunny: The right way to check the weather,15114,727,15114,weather+weather-information+weather-api+curl+weather+weather-app+terminal+ascii-art,GitHub
1,wego,https://github.com/schachmat/wego.git,weather app for the terminal,6778,430,6778,weather+go+wego+forecast+weather+terminal+ascii-art+ascii-table,GitHub
2,weather-icons,https://github.com/erikflowers/weather-icons.git,215 Weather Themed Icons and CSS,5999,781,5999,weather,GitHub
3,SwiftLanguageWeather,https://github.com/JakeLin/SwiftLanguageWeather.git,Swift Language Weather is an iOS weather app developed in Swift 4. ,5185,1217,5185,weather+swift-language+swift-weather+ios-weather+swift4+design+interface-builder,GitHub
4,earth,https://github.com/cambecc/earth.git,a project to visualize global weather conditions,4375,967,4375,weather,GitHub
5,SXNews,https://github.com/dsxNiubility/SXNews.git,"High imitation Neteasy News. (include list,detail,photoset,weather,feedback)",3627,1112,3627,weather,GitHub
6,SeeWeather,https://github.com/xcc3641/SeeWeather.git,:partly_sunny: [@Deprecated]RxJava+RxBus+Retrofit+Glide+Material Design Weather App,3492,759,3492,weather+material+weather+android-application+retrofit2+rxjava2,GitHub
7,YoCelsius,https://github.com/YouXianMing/YoCelsius.git,A weather app that uses animation to give you an at-a-glance look at the weather.,2869,582,2869,weather,GitHub
8,ansiweather,https://github.com/fcambus/ansiweather.git,"Weather in terminal, with ANSI colors and Unicode symbols",1636,137,1636,weather+weather+terminal+ansi+unicode,GitHub
9,Tropos,https://github.com/thoughtbot/Tropos.git,Weather and Forecasts for Humans,1521,209,1521,weather+ios+swift,GitHub
10,Sol,https://github.com/comyar/Sol.git,:sunny: Sol° beautifully displays weather information so you can plan your day accordingly. Check the weather in your current location or any city around the world. Implemented in Objective-C.,1427,318,1427,weather+sol+weather+objective-c+wunderground+iphone+ios+ios-app,GitHub
11,QBox,https://github.com/OCNYang/QBox.git,":cat2:  RxJava+Retrofit+Okhttp+Glide + A life tool App, contains modules: news; jokes; constellation fortune; LED; weather; calendar; two-dimensional code, and more ...  小秋魔盒是一个生活工具  App，主要功能有：新闻资讯；微信精选美文；笑话趣图；星座运势；LED字幕；天气；日历；二维码；手电筒；老黄历。在开发中尽可能多的用了目前比较流行的框架和库。",1372,339,1372,weather+android+rxjava+retrofit+weather+calendar+glide+takephoto+zxing+qbox,GitHub
