,full_name,link,description,stars,forks,watchers,keywords,source
0,token-profile,https://github.com/consenlabs/token-profile.git,Blockchain coin and token profile collection,569,3439,569,blockchain+coin+blockchain+wallet+imtoken,GitHub
1,chiccocoin,https://github.com/thecreazy/chiccocoin.git,Chicco Coin: Learn what is a blockchain by creating one,182,49,182,blockchain+coin,GitHub
2,crankycoin,https://github.com/cranklin/crankycoin.git,"Cranky Coin is a simple blockchain, cryptocurrency, wallet implementation",129,34,129,blockchain+coin,GitHub
3,gotts,https://github.com/gottstech/gotts.git,"A blockchain for non-collateralized stable-coins, follow MimbleWimble protocol but with explicit amount.",49,4,49,blockchain+coin+mimblewimble+cryptocurrency+rust+gotts+cryptography+stablecoins,GitHub
4,coinhive-monero,https://github.com/umbertocicero/coinhive-monero.git,💰 JavaScript miner for the cryptocurrency Monero Blockchain (XMR) using Coin-Hive,44,31,44,blockchain+coin+coin-hive+monero+blockchain+javascript+browser+cryptonight+cpu+xmr,GitHub
5,BithumbCoin,https://github.com/BithumbCoin/BithumbCoin.git,Bithumb Coin(BTHB) is a distributed electronic payment currency based on blockchain.,38,5,38,blockchain+coin,GitHub
6,colu-nodejs,https://github.com/Colu-platform/colu-nodejs.git,Colu's easy to use SDK for driving the Colored-Coins protocol for digitial assets on top of the Bitcoin blockchain,31,15,31,blockchain+coin,GitHub
7,TheSuperiorCoin,https://github.com/TheSuperiorCoin/TheSuperiorCoin.git,"SuperiorCoin is a secure, private, untraceable currency. Unlike many crypto currencies that are derivatives of Bitcoin, Superior Coin is based on the CryptoNote protocol and possesses significant algorithmic differences relating to blockchain obfuscation. Superior Coins main emission curve will have issued about 1.5 billion coins to be mined in over 30+ years. Superior Coin protects privacy in three ways for all transactions on the network: 1 ring signatures hide the sending address, 2 RingCT hides the amount of the transaction, and 3 stealth addresses hide the receiving address of the transaction. ",31,16,31,blockchain+coin,GitHub
8,fio,https://github.com/fioprotocol/fio.git,"The FIO Protocol is a decentralized, open-source blockchain protocol that makes it easier and less risky to use blockchain tokens and coins.",29,10,29,blockchain+coin,GitHub
9,coin-news,https://github.com/devjin0617/coin-news.git,:moneybag: coin(blockchain) news,26,0,26,blockchain+coin,GitHub
10,colored-coins-sdk,https://github.com/Colored-Coins/colored-coins-sdk.git,Colored-Coins SDK for issuing and transferring digital assets using blockchain technology,20,24,20,blockchain+coin,GitHub
11,libo-ledger-app,https://github.com/libonomy/libo-ledger-app.git,Ledger Wallet Support For Libonomy Blockchain -- libo Coin,20,0,20,blockchain+coin,GitHub
12,PWRcoinClassic,https://github.com/PWRcoin/PWRcoinClassic.git,https://blockexplorer.pwr-coin.com PWRcoin crypto PWR blockchain ,19,9,19,blockchain+coin+cryptocurrency+staking+pwrcoin+nist5,GitHub
13,SpreadCoin,https://github.com/BlockchainLabs/SpreadCoin.git,"SpreadCoin October 5, 2014 Introduction In proof-of-work cryptocurrencies new coins are generated by the network through the process of mining. One of the purposes of mining is to protect network from double spending attacks and history rewriting. Miners generate new blocks and check contents of the blocks generated by other peers for conformation to the network rules. However, many miners now delegate all the checking work crucial to cryptocurrency security to pools. This means that pool operators do not have any large hashing power but have control over generation of new blocks. This brings unnecessary centralization to otherwise decentralized system. Controlling more than 50% of mining power allows to perform double-spending attacks with 100% chance of success but even with less than 50% control it is possible to perform attacks which have chances to succeed1 . The core idea of SpreadCoin is to prevent creation of pools and thus make mining more decentralized and the whole system more secure. Pool Prevention In pooled mining miners perform only the work which is necessary to fulfill the proof-of-work requirements and pools take care of block generation and broadcasting and distribute reward among miners according to the shares they submit. In this scheme miner has two alternatives: 1. Solo mining. In this case miner cannot send shares to the pool because they will not be accepted. 2. Pooled mining. Miner’s shares will be accepted by the pool but in the case miner will actually generate a new block its reward will go to the pool which will redistribute it to all miners. This allows organization of pools because miners has no way to cheat and steal generated money. To prevent creation of pools we must remove this possibility so that if pool will be created than miner can mine in a pool, submit shares as usual and get reward for them but in the case of actually finding a block miner can send it directly to the network instead of the pool and get full reward for it. In SpreadCoin mining is organized in such way that miner must know the following things: 1. Private key corresponding to the coinbase transaction. 2. Whole block, not only its header. This ensures that miner can broadcast mined block and spend coins generated in that block. It may seem that it is necessary to know only the private key to spend coinbase transaction. If two conflicting transactions will appear on the network then the one that was broadcasted first will have much higher probability to be included in a block because each peer remembers and retransmits only the first one of the conflicting transactions. If both miner and pool know private key but only pool knows the content of the block than pool can generate and broadcast spending transaction earlier than miner. If both miner  1 Double-spending. Bitcoin Wiki. https://en.bitcoin.it/wiki/Double-spending and pool know content of the block than miner will be the first one who can broadcast block and spending transaction. To prove knowledge of the private key and whole block there are two new fields in the block header: MinerSignature and hashWholeBlock. MinerSignature is a digital signature of all fields of the block header except for the hashWholeBlock. Changing any information in the block requires regeneration of this signature which means that it is necessary to recalculate it during each iteration of the mining process. This implies that miner must be able to sign any arbitrary data. hashWholeBlock is a SHA-256 hash of the block data arranged as follows: Padding ensures that there is no incentive to mine empty blocks without transactions. Padding values are computed using simple algorithm which initializes last 32 bytes (8 uint32) with hashPrevBlock and then goes backward and computes remaining uint32 values using the following recursive formula: 𝐼𝑖 = 𝐼𝑖+3 ∙ 𝐼𝑖+7. This algorithm ensures that there is no efficient way to compute padding values on the fly during hash computation which otherwise could potentially give some advantage to mine empty blocks in certain computing environments. It is important that block is hashed twice. If it was hashed only once then pool could hash the beginning of the block and send resulting hash state to the miners. Each miner would then modify some information in the end of the block and recalculate the hash based on the known state without actual knowledge about what is contained in the beginning of the block. Appending block data to itself make it necessary to know the whole block to recalculate hashWholeBlock. Pool may detect and ban cheating miners. However, many miners may still prefer to cheat so that pool will be completely unusable for honest miners. Miners that have low probability of finding a block will get more profit by stealing reward for accidentally found block even if pool will ban them thereafter. Miners that have enough mining power to find blocks consistently can still connect to a pool and submit shares for some time but steal the first found block. This way they can get both reward for their shares and the actual mined block. Given all this it is expected that no one will create a pool. But even if someone will than it can be countered by releasing stealing miner software which many miners will switch to. Compact Transactions SpreadCoin as well as Bitcoin uses ECDSA signatures. Each address in Bitcoin is a hash of an ECDSA public key. To spend coins sent to an address it is necessary to provide public key matching to that hash and a signature. This results in 139 or 107 bytes for each transaction input script (scriptSig) depending on Block Padding MAX_BLOCK_SIZE Block Padding whether compact public key is used. However, it is possible to recover public key from the signature2 which means that it is not necessary to provide it in transaction input. Together with using compact representation of the signature3 it allows to reduce size of transaction input script from 139 or 107 bytes in Bitcoin to 67 bytes in SpreadCoin. Recovering public key has almost no extra CPU cost compared to the usual signature verification process used in Bitcoin. This is important because the CPU cost of ECDSA signature verification is a bottleneck for Bitcoin transaction processing. Usual output script (scriptPubKey) in Bitcoin looks as follows: OP_DUP OP_HASH160 5bd18804e4bb43a4bb8b6bc88408970bafaf4a38 OP_EQUALVERIFY OP_CHECKSIG In SpreadCoin the semantics of the OP_CHECKSIG instruction was changed to checking signature by hash of the public key (it recovers public key and compares its hash with the provided one). This results in a much simpler script in SpreadCoin: 5bd18804e4bb43a4bb8b6bc88408970bafaf4a38 OP_CHECKSIG This results in additional minor space saving because this script is 3 bytes smaller. Smooth Supply Block reward in Bitcoin is computed using the following formula: 𝑅ℎ = 𝑅0 ∙ 2 −⌊ ℎ 𝑝 ⌋ , where ℎ – block height, 𝑝 – reward halving period, 𝑅0 – initial reward, 𝑅ℎ – reward for block ℎ, ⌊ ⌋ – floor function. This method results in abrupt reward changes near halving points. SpreadCoin uses simple linear interpolation between halving points to make reward decrease much smother. This is achieved by modifying reward using the following formula: 𝑅ℎ ′ = 4 3 (𝑅ℎ − 𝑅ℎ ∙ ℎ mod 𝑝 2𝑝 ). SpreadCoin uses 𝑝 = 2 ∙ 106 as its reward halving period.  2 ECDSA Signatures allow recovery of the public key. Bitcoin Forum. https://bitcointalk.org/?topic=6430.0%29%3F 3 Why the signature is always 65 (1+32+32) bytes long? Bitcoin Stack Exchange. https://bitcoin.stackexchange.com/questions/12554/why-the-signature-is-always-65-13232-bytes-long | NO YEAR 2106 PROBLEM The time stamp field in the block header is now 64 bit instead of 32 bit (Bitcoin) so that much farther date times are possible (>Year 2106) Upcoming features that are in development and will be introduced over the next weeks and months: SERVICENODES A servicenode is a node which runs continuously (24/7) on a server and which provides services within the spreadcoin network.  You have to pay a collateral to be able to install a servernode (in return your servicenode will earn a steady income).   This collateral is determined by a free market price discovery.  (No fix collateral. The price is allowed to fluctuate over time.) COMPETITIVE COLLATERAL Furthermore, to introduce a competitive nature to the servicenodes there will only ever be a limited number of allowed servicenodes worldwide.  Since the collateral isn't set in stone, but the amount of servicenodes is fixed, the price of a servicenode will be determined by the participants themselves.  It is expected that the price will vary widely over time, which exposes it to the same market forces that hashrate and currency value are exposed to too. SERVICE APPS There are a number of decentralized applications that will run on servicenodes.  Most likely those apps will include:  1) ""Spread the message"" (an in-wallet encrypted messaging system, which allows you to send a message to an SPR address)  2) ""Spread the Search"" (A decentralized search engine that lets the servicenodes crawl and map the entire internet.)  . SPREADX11 SpreadX11 is different from plain X11 by introducing a sophisticated pool prevention mechanism.  With SpreadX11 every block header contains additional information (MinerSignature and hashWholeBlock). With the help of this information the protocol ensures that the miner of a new block is always also the first one to know the content of the whole block and the private key to spend the coinbase transaction. (contrary to pool mining where the pool operator is the first one to know those things)  So when a miner finds a block, he must himself sign and transmit the block to the network (like solo mining), instead of having a pool handle this for him.  This effectively prevents pools by making their rules non-enforceable, since any miner in any assumed pool can always just steal the block reward instead of following the rules set up by the pool. COMPACT TRANSACTIONS SpreadCoin uses a more compact representation for signatures in transactions.  SpreadCoin as well as Bitcoin uses ECDSA signatures. While bitcoin keeps a copy of the public key of the corresponding signature around, SpreadCoin ommits this by recovering the public key on the fly directly from the signature.  This way it is not necessary to keep the public key of every ECDSA signature in the blockchain, so this leads to *smaller transactions and hence a smaller blockchain (at the cost of a few CPU cycles more).  (*reduction in size of transaction from 139 or 107 bytes in Bitcoin to 67 bytes in SpreadCoin.) SMOOTH HALVING Unlike Bitcoin, there are no abrupt reward halvings in SpreadCoin. Block reward is smoothly decreasing over time. UNIQUE DESIGN WITH IN-WALLET VANITYGEN One of the first apps to be built into the wallet is the vanity generator (or vanity gen) which allows anyone to create personalised payment addresses.  The easy to use wallet lets you search through trillions of payment addresses allowing you to find one or multiple vanity addresses, which are then stored safely along with the private keys on your own computer - and nowhere else.  Searching using the vanity gen is probabilistic, so the amount of time required to find your chosen address patterns depends on how complex the pattern is, the speed of your computer, and a little bit of luck.  You can use the vanity gen for a bit of fun, to make your address standout from the crowd or to create a link to a brand, business or other organisation. You can even search for addresses that others might be willing to buy from you. SpreadCoin is a new cryptocurrency which is more decentralized than Bitcoin. It prevents centralization of hashing power in pools, which is one of the main concerns of Bitcoin security. SpreadCoin was fairly launched on 29 July 2014, 9:00 UTC with no premine. ",15,16,15,blockchain+coin,GitHub
14,blockchain-VCoin,https://github.com/farhan711/blockchain-VCoin.git,Simple Implementation Proof of Work blockchain coin.,14,9,14,blockchain+coin+blockchain+blockchain-service+blockchain-technology+blockchain-network+blockchain-platform+blockchain-wallet+ethereum+bitcoin+cryptocurrency+cryptocoins,GitHub
15,QWallet,https://github.com/QuantaEx/QWallet.git,Blockchain Wallet for Coin & ERC20 Tokens,12,4,12,blockchain+coin+erc20+android+wallet+ethereum,GitHub
16,RatCoin-2.0,https://github.com/ArcaneCrypto/RatCoin-2.0.git,"The goal of the project is quite simple: deploy a fun coin that will ever infest your life. RatCoin Wallet releases and updates, Blockchain Snapshots and more",12,4,12,blockchain+coin+cryptocurrency+finance,GitHub
17,allonchainPy,https://github.com/allonchain/allonchainPy.git,"• The first blockchain records both the consensus protocol and transaction data on chain. • Built multi fiat-based stable coins, e.g. EURA, USDA, RMBA. • Varing block size design. • PoS for protocol proof & PoW for transaction proof",12,3,12,blockchain+coin,GitHub
18,find-ethereum-coins,https://github.com/linagee/find-ethereum-coins.git,Find coins on the Ethereum blockchain,11,6,11,blockchain+coin,GitHub
19,decentralized-engineer-education,https://github.com/rachel-ftw/decentralized-engineer-education.git,"OAKLAND BLOCKCHAIN DEVELOPERS: Study resources for ethereum, solidity, contract & coin development, and dapps.",10,3,10,blockchain+coin+dapp+solidity+ethereum+ethereum-contract+solidity-cheet-sheet+cryptocurrency,GitHub
20,blockchain_js,https://github.com/hongvinhmobile/blockchain_js.git,:rocket: research blockchain with js then you can create own coin or learn how to hash your password safety,10,1,10,blockchain+coin+blockchain+javascript+hash+encryption-decryption,GitHub
